arrival_date;arrival_date_calc;cargo_list;master_name;master_role;publication_day;raw_text;ship_flag;ship_name;ship_type;source_file;travel_departure_port
Día 5:;;;;cap.;;De Cartagena, en 5 días, vap ing. Mira, capi-;ing.;Mira;vap.;1903_02_18;Cartagena
Día 2½:;;;;;;De Nueva Orleans, en 2½ días, vap. am. Louis-;am.;Louis-;vap.;1903_02_18;Nueva Orleans
Día 4½:;;;;cap.;;De Veracruz, en 4½ dias, vap. nog. Albis, capi-;;nog. Albis;vap.;1903_02_19;Veracruz
Día 3½:;;;;;;De New YorP, en 3½ dias, vap. am. México,;am.;México;vap.;1903_02_19;New YorP
Día 7:;;;;cap.;;De C. Hueso en 7 horas vp. am? Olivette, capi-;am?;Olivette;vp.;1903_02_20;C. Hueso
Día 6:;;;;cap.;;De Tampico en 6 días vp. noruego Nord, capi-;noruego;Nord;vp.;1903_02_20;Tampico
Día 29:;;;;;;De Génova, Barcelona y escalas, en 29 días, va-;;;va-;1903_02_20;Génova
Día 29:;;;;;;De Methis Scotland, en 29 días, vap. hol. Heel-;hol.;Heel-;vap.;1903_02_21;Methis
Día 28:;;;;;;De New Port, en 28 días, vap. ing. Rosewood,;ing.;Rosewood;vap.;1903_02_21;New Port
Día 27:;;;;;;De la Filadelfia, en 27 días, vap. ing. Russian;ing.;Russian;vap.;1903_02_21;Filadelfia
Día 3:;;;;;;De Veracruz, en 3 días vap. esp. Cataluña, ca-;esp.;Cataluña;vap.;1903_02_21;Veracruz
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vap. amr. Martini-;amr.;Martini-;vap.;1903_02_22;Cayo Hueso
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vap. amer. Mas-;amer.;Mas-;vap.;1903_02_22;Cayo Hueso
Día 26:;;;;cap.;;De Cardiff, en 26 días, vap. ing. Otbara, capi-;ing.;Otbara;vap.;1903_02_22;Cardiff
Día 5:;;;;;;De Tampico, en 5 y medio días, vap. ngo. Ber-;;ngo. Ber-;vap.;1903_02_22;Tampico
Día 36:;;;;cap.;;De Amberes, en 36 días, vap. esp. Oleta, capi-;esp.;Oleta;vap.;1903_02_22;Amberes
Día 5:;;N/A:  | N/A: ;J. Mieson;cap.;;De Tampico en 5 dias vapor cubano Cnbana, capitan J. Mieson, toneladas 2081 con ga- ga a L. V. Place.;cubano;Cnbana;vapor;1903_02_24;Tampico
Día 35:;;N/A:  | N/A: ;Fretwrst;cap.;;De Hamburgo en 35 dias vapor alemán Mar- garetha, capitan Fretwrst, toneladas 2115 en lastre a R. Truffin y C?;alemán;Margaritha;vapor;1903_02_24;Hamburgo
;;N/A: ;Roberts;pat.;;De Port Tampa goleta inglesa Blanche patron Roberts, toneladas 165 con madera a J. Plá y C?;inglesa;Blanche;goleta;1903_02_24;Port Tampa
Día 18:;;N/A:  | N/A: ;Luzarraga;cap.;;De Glasgow y escaladas en 18 dias vapor Madrileño, capitan Luzarraga. 1. 2990, con carga general y 210 pasaj- Astorqui.;;Madrileño;vapor;1903_02_24;Glasgow
Día 25:;;N/A: ;Stephen;cap.;;De New port en 25 dias vapor inglés Norte oce capitan Stephen, toneladas 1510 con car- bon a la orden.;inglés;Norte oce;vapor;1903_02_24;New port
Día 28:;;N/A: ;Echevarría;op.;;De Liverpool en 28 dias vp. español Franciscas, op. Echevarría, tnds. 2674 con carga gene- ral a J. Burcellas & C?;español;Franciscas;vp.;1903_02_24;Liverpool
Día 43:;;N/A: ;Denton;op.;;De Londres y escaladas en 43 dias vap. español Cayo Largo, op. Denton, tnds. 3430, con car- gral. a Dussay Hn?;español;Cayo Largo;vap.;1903_02_24;Londres
Día 4:;;N/A: ;Eden;cpt.;;De Mobila en 4 dias gta. am: M. A. Achon, cpt. Eden, tnds. 308 con madera a J. Acosta.;am;M. A. Achon;gta.;1903_02_24;Mobila
Día 2 ½:;;N/A: ;tnds.;cap.;;De Mobila en 2 ½ dias vp. italiano Giuseppe Corvaja, tnds. 1700 con carga a L. V. Place.;italiano;Giuseppe Corvaja;vp.;1903_02_24;Mobila
Día 4:;;N/A: ;Pinney;pat.;;De Mobila en 3 ½ dias goleta americana Clara A Jimenez patron Pinney, toneladas 480 con madera a la orden.;americana;Clara A Jimenez;goleta;1903_02_24;Mobila
Día 2:;;N/A:  | N/A: ;Birney;cap.;;De New Orleans en 2 dias vapor americano Chalmette capitan Birney toneladas 3285 con carga general y pasajeros a Galban y C?;americano;Chalmette;vapor;1903_02_24;New Orleans
Día 6:;;;;cp.;;De Pascagoula en 6 días gta. amª Oscar G., cp.;amª;Oscar G.;gta.;1903_02_25;Pascagoula
Día 6:;;;;cap.;;De Pascagoula en 6 días gta. amª Olga, capitán;amª;Olga;gta.;1903_02_25;Pascagoula
Día 7:;;;;cp.;;De C. Hueso en 7 horas vp. amª Olivette, cp.;amª;Olivette;vp.;1903_02_25;C. Hueso
Día 8:;;;Wagle;cp.;;De Filadelfia en 8 días vp. ngo. Frí, cp. Wagle.;ngo.;Frí;vp.;1903_02_25;Filadelfia
Día 28:;;;;cap.;;De Hantspor en 28 días bg. inglés Persia, capi-;inglés;Persia;bg.;1903_02_26;Hantspor
Día 5:;;;;;;De Panzola en 5 días bg. am. B. Frank Nea-;am.;B. Frank Nea;bg.;1903_02_26;Panzola
Día 5:;;;;vp.;;De Mobila en 5 días bg. inglés Glenafon, vp.;inglés;Glenafon;bg.;1903_02_26;Mobila
Día 5:;;;;cp.;;De Matanzas en 5 horas vp. cubano Olinda cp.;cubano;Olinda;vp.;1903_02_26;Matanzas
Día 7:;;;capitan;cap.;;De C. Hueso en 7 horas vp. am? Miami, capitan;am?;Miami;vp.;1903_02_26;C. Hueso
Día 3½:;;;;;;De N. York en 3½ días vp. am? Morro Castle,;am?;Morro Castle;vp.;1903_02_26;N. York
Día 7:;;;;cap.;;De Norfolk en 7 días vp. inglés Fhornly, cap.;ing.;Fhornly;vp.;1903_02_26;Norfolk
Día 4:;;;;;;De Veracruz en 4 días vap. amr. Monterey,;amr.;Monterey;vap.;1903_02_26;Veracruz
Día 19:;;;;;;De Filadelfia en 19 dias gta. am: Madalena;am;Madalena;gta.;1903_02_27;Filadelfia
Día 31:;;;;;;De Glonstor en 31 dias bca. am: Fluorine,;am;Fluorine;bca.;1903_02_27;Glonstor
Día 4½:;;;;;;De New York en 4½ dias vp. Cubano Curityba,;Cubano;Curityba;vp.;1903_02_27;New York
Día 7:;;;;cap.;;De C. H. en 7 horas vp. am: Mascotte, capitán;am;Mascotte;vp.;1903_02_27;C. H.
Día 5:;;N/A: ;Reotegui;cap.;;De New York, en 5 días, vap. esp. Niceto, capitán Reotegui, ton. 2703, con carga general á Marín y Cp.;esp.;Niceto;vap.;1903_02_28;New York
Día 26:;;N/A: ;Aanes;cap.;;De Blyth, en 26 días, vap. ing. Teruffeld, capitán Aanes, ton. 3142, con carbón á la orden.;ing.;Teruffeld;vap.;1903_02_28;Blyth
Día 5:;;N/A:  | N/A: ;Sanberman;cap.;;De New York y Sanagó de Cuba, en 5 días, vap. alemán Prinzessin Victoria Louise, cap. Sanberman, ton. 4419, con 204 pasajeros á E. Heilbut.;alemán;Prinzessin Victoria Louise;vap.;1903_02_28;New York y Sanagó de Cuba
Día 7:;;N/A: ;Linchansen;cap.;;De Filadelfia en 7 días vp. ngo. Otta, capitán Linchansen, tnd.s. 3240 con carbón á L V Placé.;ngo.;Otta;vp.;1903_03_01;Filadelfia
Día 7:;;N/A:  | N/A:  | N/A: ;Allen;cp.;;De C. Hueso en 7 horas vp. am? Oivette, cp. Allen, tnd.s. 1604 con carga, correspondencia y 5 pasajeros á G. Lawton Childs y Comp.;am?;Oivette;vp.;1903_03_01;C. Hueso
Día 2:;null;N/A: ;Gorts;op.;01-01-1869;De Nuevitas en 2 días vp. alemán Andes, op. Gorts. 1869 en lastre á E. Heilbut.;alemán;Andes;vp.;1903_03_01;Nuevitas
Día 20:;;N/A: ;Bengoa;cp.;;De Liverpool en 20 días vp. esp. Telesfora, cp. Bengoa, tnd.s. 4145 con carga general á Ma- rimón, Varela y Comp.;esp.;Telesfora;vp.;1903_03_01;Liverpool
Día 19:;;N/A: ;Tompson;cp.;;De New York en 19 días gta. am? Fred A. Small, cp. Tompson, tnd.s. 619 con petróleo á L. V. Plaeé.;am?;Fred A. Small;gta.;1903_03_01;New York
Día 4:;;N/A:  | N/A:  | N/A: ;Busgess;tnd.s.;;De New York en 4 días vp. am? Bonny Doon ep. Busgess, tnd.s. 570 con carbón á Barrio y Coello.;am?;Bonny Doon;vp.;1903_03_01;New York
Día 7:;;N/A:  | N/A: ;Whiete;cap.;;De Miami y Cayo Hueso, en 7 horas, vapor americano Miami, cap. Whiete, ton. 1741, con car7a y pasajeros á G. Lawton Childs y Cp.;americano;Miami;vapor;1903_03_01;Miami y Cayo Hueso
Día 3:;;N/A:  | N/A: ;Lavin;cp.;;De Veracruz en 2½ días vp. español Montserrat, cp. Lavin, tnd.s. 4075 con carga general y 76 pasajeros á M. Calvo.;español;Montserrat;vp.;1903_03_03;Veracruz
Día 24:;;N/A:  | N/A: ;Miller;cp.;;De Cardiff, en 24 días vp. inglés John Sander-son, cp. Miller, tds. 3274 con carbón & L. V. Placé.;ing.;John Sander-son;vp.;1903_03_03;Cardiff
Día 27:;;N/A: ;Berg;cp.;;De New port (Mon) en 27 días, vp. alemán Gamma, cp. Berg, tnd.s. 1617 con carbon a Marmón Varela y Cº.;alemán;Gamma;vp.;1903_03_03;New port (Mon)
Día 30:;;N/A: ;Muetzell;ép.;;De Hamburgo y escalas en 30 días vp. alemán Valesia, ép. Muetzell, tnd.s. 2294 con carga general a E. Heilbut.;alemán;Valesia;vp.;1903_03_03;Hamburgo
;;N/A:  | N/A: ;Birney;cap.;;De New Orleans, vap. am. Chalmette, capitán Birney, ton. 3205, con carga general y 69 pasajeros & Galban Cp.;am.;Chalmette;vap.;1903_03_03;New Orleans
Día 4½:;;;;;;De New York, en 4½ días, vp. ama. Vigilancia;ama.;Vigilancia;vp.;1903_03_04;New York
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vap. am. Martini-;am.;Martini-;vap.;1903_03_04;Cayo Hueso
Día 7:;;;;;;De Ca Hueso, en 7 horas, vap. am. Olivette,;am.;Olivette;vap.;1903_03_04;Ca Hueso
Día 2:;;;Peder;cp.;;De Mobila, en 2 días, vap. ng. Ulv, cp. Peder-;ng.;Ulv;vap.;1903_03_04;Mobila
;;;Smith;cp.;;De Pascagoula, gol. am. Millville, cp. Smith,;am.;Millville;gol.;1903_03_04;Pascagoula
Día 26:;;N/A:  | N/A: ;Smith;cap.;;Montevideo, en 26 días, vap. ing. Casilda, cap. Smith, ton. 3979, con tasajo y ajos á J. Ballcells y Cp.;ing.;Casilda;vap.;1903_03_06;Montevideo
Día 3:;;N/A: ;Ramsey;cap.;;"Nueva Orleans en tres días vap. ing. Sanda, cap. Ramsey; tond. 2191 con carbón á la orden.";ing.;Sanda;vap.;1903_03_08;Nueva Orleans
Día 1:;;N/A:  | N/A: ;Dijon;cap.;;"Miami en un día vap. am. Martinique, cap. Dijon; tond. 996 con carga general y 59 pasajeros á G. Lawton Chils y C.";am.;Martinique;vap.;1903_03_08;Miami
Día 6:;;N/A:  | N/A: ;Davinson;cap.;;"Filadelfia en 6 días vap. ing. Russian Prince cap. Davinson; tond. 2102 en lastre á R. Truffin y C.";ing.;Russian Prince;vap.;1903_03_08;Filadelfia
Día 4:;;;;;;De Santiago de Cuba, en 4 dias, vp. am. de re-;am.;de re-;vp.;1903_03_17;Santiago de Cuba
Día 7:;;;;cap.;;De Filadelfia, en 7 dias, vap. alm. Margaretha,;;Margaretha;vap.;1903_03_17;Filadelfia
Día 34:;;;;;;De Génova, de esc. en 34 dias, vap. esp. Pío IX,;esp.;Pío IX;vap.;1903_03_17;Génova
Día 2:;;;;;;De New Orleans, en 2 dias, vp. am. Chalmette,;am.;Chalmette;vp.;1903_03_17;New Orleans
Día 1½:;;;;;;De Miami, en 1½ dias, vp. am. Martinique, ca-;am.;Martinique;vp.;1903_03_17;Miami
Día 3:;;;;cp.;;De Veracruz, en 3 dias, vp. am. Vigilancia, cp.;am.;Vigilancia;vp.;1903_03_17;Veracruz
;;;Goicoe-;cp.;;De Liverpool y vvp. Gáditan, cp. Goicoe-;;Gáditan;vvp.;1903_03_17;Liverpool
Día 2:;;;;cap.;;De N. Orleans, en 2 dias, vp. esp. Catalina, cap;esp.;Catalina;vp.;1903_03_17;N. Orleans
Día 2:;;;;;;De Veracruz, en 2 dias, vp. franc. La Norman-;franc.;La Norman;vp.;1903_03_17;Veracruz
Día 4860:;;N/A:  | N/A:  | N/A: ;Umbert;cp.;;De Génova y escalas vía New York vap. esp. León X111 cp. Umbert tnd. 4860 con carga genal. correspondiente y 79 pasajeros con M. Calvo.;esp.;León X111;vap.;1903_03_19;Génova
Día 3½:;;N/A:  | N/A: ;Stevens;cp.;;De New York en 3½ días vap. am. Mexico cp. Stevens tond. 5667 con carga general y 75 pasajeros a Zaldo y Cp.;am.;Mexico;vap.;1903_03_19;New York
Día 3:;;N/A: ;Pedersen;cp.;;De Mobila en 3 días vap. ngo. Ulv cp. Pedersen tnd. 1405 con carga gral. a L. V. Placé.;ngo;Ulv;vap.;1903_03_19;Mobila
Día 2:;;N/A: ;Cws tnds.;cp.;;De Cienfuegos en 2 días vp. am. yacht Tuscarora cp. Cws tnds. 541 en lastre al capitán.;am.;Tuscarora;yacht;1903_03_19;Cienfuegos
Día 7:;;;;;;De Cayo Hueso en 7 horas vp. am? Mascotte,;am?;Mascotte;vp.;1903_03_20;Cayo Hueso
Día 4:;;;;;;De Veracruz en 4 dias vp. esp. Ciudad de Cadiz;esp.;Ciudad de Cadiz;vp.;1903_03_20;Veracruz
Día 3:;;;;;;De Dinhston (Jamaica) en 3 dias vap. yacht;;yacht;vap.;1903_03_20;Dinhston (Jamaica)
Día 18:;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Dillon;cap.;;De Miami en 18 horas, vp. am? Martinique capitán Dillon, tnds. 906 con carga general y 46 pasajeros & G. Lawton, Childs y Cp!;am?;Martinique;vp.;1903_03_22;Miami
;;;;;;De Kingston (Farmacia) gta. Gacht americana Muriel.;americana;Muriel;gta.;1903_03_22;Kingston
Día 15:;;N/A:  | N/A: ;Landers;cp.;;De Perth Amboy en 15 dias, gta. americana Republic, cp. Landers, tnds. 921 con carbon & V. V. Placé.;americana;Republic;gta.;1903_03_22;Perth Amboy
Día 6:;;N/A: ;Befentzen;cp.;;De Cartagena en 5½ dias. vap. ngo. Folsjo, cp. Befentzen, tons. 1647, con ganado a Carlos L. Delmas.;ngo;Folsjo;vap.;1903_03_22;Cartagena
Día 6½:;;N/A: ;True;cap.;;De N. York en 6½ días vp. inglés Nile, capitán True, tnd.s. 1995 con carga general á Bridat Montijos y Cº;inglés;Nile;vp.;1903_03_24;N. York
Día 12:;;N/A:  | N/A: ;Morphin;cap.;;De C. Hueso en 12 horas vp. am? Arbutos, capitán Morphin, tnd.s. 400 en lastre al Consul americano.;am?;Arbutos;vp.;1903_03_24;C. Hueso
Día 4:;;N/A:  | N/A:  | N/A:  | N/A: ;Johnson;cap.;;De Veracruz en 4 días vap. am? Monterey, capitán Johnson, tnd.s. 4702 con carga general y 91 pasajeros Zaldo y C?;am?;Monterey;vap.;1903_03_24;Veracruz
Día 86:;;N/A: ;Pla;tnd.;;De Rosario y escalas en 86 días bg. espl. Ernesto, Pla, tnd.s. 216 con tasas a la orden.;;espl. Ernesto;bg.;1903_03_24;Rosario
Día 3½:;;N/A:  | N/A: ;Rogers;cp.;;De N. York en 3½ días vp. am? Esperanza, cp. Rogers, tnd.s. 4702 con carga gral. y 70 pasajeros a Zaldo y C?;am?;Esperanza;vp.;1903_03_24;N. York
Día 4:;;N/A: ;Birney;cp.;;De N. Orleans en 4 días vp. am? Chalmette, cp. Birney, tnd.s. 3802 con carga general a Galban y Comp.;am?;Chalmette;vp.;1903_03_24;N. Orleans
;;;;;;De Cienfuegos gta. am? Yacht, Sea Fox.;am;Sea Fox;Yacht;1903_03_24;Cienfuegos
Día 23:;;N/A: ;Arnold;cp.;;De Liverpool y escalas en 23 días vp. inglés Teodora de Larrinaga, cp. Arnold, tnd.s. 3998 con carga gral. a Marimon Arvela y Comp.;inglés;Teodora de Larrinaga;vp.;1903_03_24;Liverpool
Día 2½:;;N/A:  | N/A: ;Bottone;cp.;;De Mobila en 2½ días vp. italiano Giuseppe Corrìa, cp. Bottone tnd.s 1700 con carga gral y 5 pasajeros a L. V. Placé.;italiano;Giuseppe Corrìa;vp.;1903_03_24;Mobila
Día 3½:;;N/A:  | N/A: ;Downs;cap.;;Nueva York en 3½ dias vapor americano Morro Castle, cap. Downs, tons. 6004, con carga general y 68 pasajeros, á Zaldo y C:;americano;Morro Castle;vapor;1903_03_26;Nueva York
Día 5:;;N/A:  | N/A: ;Henriksen;cap.;;Tampico en 5 dias, vap. noruego Bergen, capitán Henriksen, tons. 1378, con ganado, á L. V. Placé.;noruego;Bergen;vap.;1903_03_26;Tampico
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vapor americano;americano;;vapor;1903_03_27;Cayo Hueso
Día 5:;;N/A:  | N/A:  | N/A: ;Tocker;cap.;;De Pascaugola, en 5 días, berg. ing. Rescue, capitan Tocker, ton. 354, con madera á Ignacio Pla y Cp.;ing.;Rescue;berg.;1903_03_27;Pascaugola
Día 7:;;;;;;De Wilmington en 7 días vapor inglés Russian;inglés;Russian;vapor;1903_03_27;Wilmington
;;N/A: ;Davidson;cap.;;Prince, cap. Davidson, tons. 2.716, con pe-;;Prince;;1903_03_27;
Día 6:;;N/A:  | N/A:  | N/A: ;Kelly;cp.;;De Pascageula, en 6 días, gol. am. Asa T. Stowell, cp. Kelly, ton. 419, con madera á Ignacio Pla y Cp.;am.;Asa T. Stowell;gol.;1903_03_27;Pascageula
Día 9:;;;;;;De Filadelfia en 9 días vap. ing. Miramar, ca-;ing.;Miramar;vap.;1903_03_27;Filadelfia
Día 5:;;N/A: ;Sawyer;cap.;;Pascagoula, en 5 días, gol. am. Nokomes, cap. Sawyer, ton. 295, con madera á Ignacio Pla y Comp.;am.;Nokomes;gol.;1903_03_27;Pascagoula
Día 5:;;N/A: ;Saverthon;cap.;;Pascagoula, en 5 días, gol. am. Griffin, cap. Saverthon, ton. 567, con madera á la orden.;am.;Griffin;gol.;1903_03_27;Pascagoula
Día 5:;;;;;;De Pasacagoula en 5 días gol ing. Lady of A-;ing.;Lady of A-;gol.;1903_03_28;Pasacagoula
;;N/A: ;Steele;cap.;;yon, cap. Steele, tons. 287, con madera, á;;;;1903_03_28;
Día 5:;;;;cap.;;De Gulfport en 5 días gol ing. Symara, capi-;ing.;Symara;gol;1903_03_28;Gulfport
Día 5:;;;;cap.;;De Pasacagoula en 5 días gol. am. Laguna, cap.;am.;Laguna;gol.;1903_03_28;Pasacagoula
Día 5½:;;;;;;De Veracruz en 5½ días vap. norg. Valent, ca-;norg.;Valent;vap.;1903_03_28;Veracruz
Día 5½:;;;;;;De Nueva York en 5½ días vap. cubano Curi-;cubano;Curi;vap.;1903_03_28;Nueva York
;;N/A: ;Happe;cap.;;tyba, cap. Happe, tons. 2368, con carga de;;tyba;;1903_03_28;
Día 8:;;;;;;De Cayo Hueso en 8 horas, vapor americano;americano;;vapor;1903_03_29;Cayo Hueso
Día 7:;;;;;;De Cayo Hueso en 7 horas, vapor americano;americano;;vapor;1903_03_29;Cayo Hueso
Día 22:;;;;;;De Filadelfia, en 22 dias, gol. am. Rob Roy.;am.;Rob Roy;gol.;1903_03_29;Filadelfia
Día 4:;;N/A:  | N/A: ;Umberto;cp.;;De Veracruz en 3½ dias v.p. esp. León XIII, cp. Umberto, tnd.s. 4860 con carga general y 81 pasajeros á M. Calvo.;esp.;León XIII;v.p.;1903_03_31;Veracruz
Día 6:;;N/A:  | N/A: ;Fretonit;cp.;;De Filadelfia en 6 dias vp. alemán Margaretha, cp. Fretonit, tnd.s. 2115 en lastre á R. Fruf y Comp.;alemán;Margaretha;vp.;1903_03_31;Filadelfia
Día 3:;null;N/A:  | N/A:  | N/A: ;Gortz;cap.;01-01-1869;De Trujillo en 3 dias vp. alemán Andrés, capitán Gortz. tnd.s. 1869, con ganado y un pasajero y F. Negra.;alemán;Andrés;vp.;1903_03_31;Trujillo
Día 3½:;;N/A:  | N/A: ;Robertson;cp.;;De Veracruz en 3½ dias vp. americano Havana, cp. Robertson, con carga general y pasajeros, á Zaldo y Comp.;americano;Havana;vp.;1903_03_31;Veracruz
Día 2:;;N/A: ;Birney;cp.;;De Nueva Orleans en 2 dias vp. am. Chalmete, cp. Birney, ton. 3205, con carga general á Galban y Cp.;am.;Chalmete;vp.;1903_03_31;Nueva Orleans
Día 2½:;;N/A:  | N/A: ;Pedersen;cp.;;De Móbil, en 2½ dias, vp. ngo. Ulv, cp. Pedersen, ton. 1405, con carga general y 2 pasajeros, á L. V. Placé.;;ngo. Ulv;vp.;1903_03_31;Móbil
Día 4:;;N/A: ;Knight;cp.;;De Nueva Orleans en 4 dias, vp. am. Vigilancia, cp. Knight, ton. 4115, con carga general á Zaldo y Cp.;am.;Vigilancia;vp.;1903_03_31;Nueva Orleans
Día 8:;;N/A:  | N/A:  | N/A: ;Allen;cap.;;De Tampa y C. Hueso en 8 horas vapor americano Olivette, capitán Allen, tnds. 1604 con carga, correspondencia y 32 pasajeros á G. Lawton, Childs y C.;americano;Olivette;vapor;1903_04_01;Tampa y C. Hueso
Día 3:;;N/A:  | N/A:  | N/A: ;Hathaway;cp.;;De Tampa en 3 días vapor americano Santiago, cp. Hathaway, tnds. 2358 con ganado y 3 pasajeros á Zaldo y Comp.;americano;Santiago;vapor;1903_04_01;Tampa
;;N/A:  | N/A: ;Dilon;cp.;;De Miami vp. námer. Martínique, cp. Dilon, tnds. 996 con carga y pasajeros á G. Lawton y Comp.;;námer. Martínique;vp.;1903_04_01;Miami
Día 23:;;N/A:  | N/A: ;Egurola;cap.;;De Liverpool y escalas, en 23 días, vp. español Santanderino, Egurola, ton. 3082, con carga general y 72 pasajeros á H. Astorqui.;español;Santanderino;vp.;1903_04_01;Liverpool
Día 23:;;;;;;De Génova y escalas, en 23 días, vp. esp. Mon-;esp.;Mon-;vp.;1903_04_02;Génova
Día 34:;;;;;;De Londres y escalas, en 34 días, vp. ing. Me-;ing.;Me-;vp.;1903_04_02;Londres
Día 7:;;;Ja-;cp.;;De Filadelfia, en 7 días, vp. ngo. Atlas, cp. Ja-;;ngo. Atlas;vp.;1903_04_02;Filadelfia
Día 16:;;;;;;De Bilbao, Santander y Coruña, en 16 días, va-;;;va-;1903_04_02;Bilbao, Santander y Coruña
Día 3½:;;;;;;"De New York, en 3½ días; vap. am. México,";am.;México;vap.;1903_04_02;New York
Día 5:;;;;cap.;;De Tampa, en 5 días, gol. ing. Blanche, capi-;ing.;Blanche;gol.;1903_04_02;Tampa
Día 5:;;;;;;De Gulf Port, en 5 días, gol. ing. Doris M. Pic-;ing.;Doris M. Pic;gol.;1903_04_02;Gulf Port
Día 4:;;N/A:  | N/A: ;Berny;cp.;;De Mobila en 4 dias, gta. inglesa Margaret M. Riley, cp. Berny, tnds. 267 con madera á A. J. Mendoza.;inglesa;Margaret M. Riley;gta.;1903_04_03;Mobila
Día 43:;;N/A:  | N/A: ;Giberan;cp.;;De Génoa y escalas, en 43 dias, vp. esp. Conde Wifredo, cp. Giberan, tnds. 2763 con carga gral. y 22 pasajeros, á Marcos, Hermanos y O.;esp.;Conde Wifredo;vp.;1903_04_03;Génoa
Día 7:;;N/A:  | N/A: ;Turner y G. Lawton;cp.;;De C. Hueso en 7 horas, vp. am? Mascotte, cp. Turner y G. Lawton, 884, con carga gral. y 18 pasajeros.;am?;Mascotte;vp.;1903_04_03;C. Hueso
Día 4:;;N/A: ;Jamieson;cp.;;De Tampico en 4 dias, vp. cubano Cubana, cp. Jamieson, tnds. 2081, con ganado á La Placé.;cubano;Cubana;vp.;1903_04_03;Tampico
;;;;cap.;;De S. de Cuba vp. de recreo am? May, en lasestre al capitán.;am?;May;vp.;1903_04_03;S. de Cuba
Día 6:;;;;cap.;;De Cartagena, en 6 días, vp. ngo. Albis, capi-;;ngo. Albis;vp.;1903_04_04;Cartagena
Día 19:;;;;cap.;;"De Liverpool, en 19¼ días; vp. Leonora, capi-";;Leonora;vp.;1903_04_04;Liverpool
Día 2:;;;;cap.;;De Gíbara, en 2 días, vp. alem. Stolberg, capi-;alem.;Stolberg;vp.;1903_04_04;Gíbara
Día 6:;;;;;;De Mobila, en 6 días, gol. inh. Saint Maurice,;;Saint Maurice;gol.;1903_04_04;Mobila
Día 7:;;N/A:  | N/A:  | N/A: ;Allen;cp.;;De Cayo Hueso, en 7 horas, vp. am. Olivette, cp. Allen, ton. 1604, con carga, correspondencia y pasajeros, a G. Lawton Childs y Comp.;am.;Olivette;vp.;1903_04_05;Cayo Hueso
Día 0:;;N/A:  | N/A: ;Dillon;cp.;;De Miami, en 18 horas, vp. am. Martinique, cp. Dillon, ton. 996, con carga y pasajeros a G. Lawton, Childs y Cp.;am.;Martinique;vp.;1903_04_05;Miami
Día 7½:;;N/A: ;Donnevíg;cp.;;De la Pladella, en 7½ días, vp. ngo. Orange, cp. Donnevíg, ton. 1574, con carbón a Luis V. Placé.;ngo.;Orange;vp.;1903_04_05;la Pladella
Día 3½:;;N/A:  | N/A: ;Cobson;cp.;;De N. York en 3½ das vp. amer. Monterey, cp. Cobson, tonds. 4702 con carga gral. y pasajeros á Zalda y Comp.;amer.;Monterey;vp.;1903_04_07;N. York
Día 16:;;N/A:  | N/A: ;Bargilliat;cp.;;De S. Nazaire y escs. en 16 días vp. francés France, cp. Bargilliat, tnds. 4560, con carga gral., 179 pasajeros á Bridat Montros y Comp.;francés;France;vp.;1903_04_07;S. Nazaire
Día 2½:;;N/A:  | N/A: ;Bottone;cp.;;De Mobila en 2½ días vp. italiano Giuseppe Corvaja, cp. Bottone, tnds. 1700, con carga gral. y 6 pasajeros á L. V. Placé.;italiano;Giuseppe Corvaja;vp.;1903_04_07;Mobila
Día 8:;;N/A:  | N/A: ;Bodeau;cp.;;De Mobila en 8 días, gol. am. M. A. A. Chon, cp. Bodeau, ton. 309, con madera á J. Pla.;am.;M. A. A. Chon;gol.;1903_04_07;Mobila
Día 2½:;;N/A:  | N/A: ;Birney;cp.;;De New Orleans, en 2½ días, vp. am. Chalmette, cp. Birney, ton. 3205, con carga general y 14 pasajeros á Galban y Cp.;am.;Chalmette;vp.;1903_04_07;New Orleans
